date,code,action,buy_price,sell_price,ret,buy_date,amount_est
2025-06-17,122630,BUY,21075.0,0.0,0.0,,8307
2025-06-17,233740,BUY,8040.0,0.0,0.0,,21710
2025-06-25,233740,SELL,8040.0,8338.5,3.41,2025-06-17,0
2025-06-27,122630,SELL,21075.0,23185.0,9.7,2025-06-17,0
2025-06-30,122630,BUY,23205.0,0.0,0.0,,8038
2025-07-03,122630,SELL,23205.0,23435.0,0.69,2025-06-30,0
2025-07-04,122630,BUY,24025.0,0.0,0.0,,7790
2025-07-07,122630,SELL,24025.0,22625.0,-6.12,2025-07-04,0
2025-07-08,251340,BUY,3675.0,0.0,0.0,,17281
2025-07-09,251340,SELL,3675.0,3605.75,-2.18,2025-07-08,0
2025-07-09,233740,BUY,8132.5,0.0,0.0,,36747
2025-07-11,122630,BUY,24720.0,0.0,0.0,,2513
2025-07-18,122630,SELL,24720.0,25120.0,1.32,2025-07-11,0
2025-07-22,233740,SELL,8132.5,9307.0,14.12,2025-07-09,0
2025-07-24,233740,BUY,9313.5,0.0,0.0,,28232
2025-08-01,233740,SELL,9313.5,8590.0,-8.06,2025-07-24,0
2025-08-06,233740,BUY,8737.0,0.0,0.0,,28519
2025-08-12,233740,SELL,8737.0,9025.5,3.0,2025-08-06,0
2025-08-21,251340,BUY,3536.0,0.0,0.0,,55262
2025-08-22,122630,BUY,24440.0,0.0,0.0,,7971
2025-08-25,251340,SELL,3536.0,3435.75,-3.13,2025-08-21,0
2025-08-25,122630,SELL,24440.0,24935.0,1.72,2025-08-22,0
2025-08-28,233740,BUY,8908.0,0.0,0.0,,14157
2025-08-29,233740,SELL,8908.0,8812.0,-1.38,2025-08-28,0
2025-09-01,251340,BUY,3501.0,0.0,0.0,,55172
2025-09-04,251340,SELL,3501.0,3437.5,-2.11,2025-09-01,0
2025-09-04,233740,BUY,8831.0,0.0,0.0,,21807
2025-09-11,122630,BUY,27355.0,0.0,0.0,,6912
2025-09-17,233740,SELL,8831.0,9833.0,11.03,2025-09-04,0
2025-09-18,233740,BUY,9953.5,0.0,0.0,,21479
2025-09-23,233740,SELL,9953.5,10492.5,5.11,2025-09-18,0
2025-09-29,122630,SELL,27355.0,29665.0,8.13,2025-09-11,0
2025-09-30,122630,BUY,30120.0,0.0,0.0,,7134
2025-10-02,251340,BUY,3241.0,0.0,0.0,,46344
2025-10-13,251340,SELL,3241.0,3247.25,-0.11,2025-10-02,0
2025-10-13,233740,BUY,9670.99293642785,0.0,0.0,,6623
2025-10-14,122630,SELL,30120.0,33780.0,11.83,2025-09-30,0
2025-10-14,233740,SELL,9670.99293642785,9767.5,0.7,2025-10-13,0
2025-10-15,122630,BUY,33015.0,0.0,0.0,,6898
2025-10-17,233740,BUY,9911.0,0.0,0.0,,22910
2025-10-21,233740,SELL,9911.0,10542.75,6.06,2025-10-17,0
2025-10-22,233740,BUY,10682.0,0.0,0.0,,22544
2025-10-29,122630,SELL,33015.0,42475.0,28.31,2025-10-15,0
2025-10-29,233740,SELL,10682.0,11646.75,8.72,2025-10-22,0
2025-10-30,233740,BUY,11709.5,0.0,0.0,,30793
2025-11-05,233740,SELL,11709.5,12263.5,4.42,2025-10-30,0
2025-11-05,122630,BUY,43115.0,0.0,0.0,,4483
2025-11-06,122630,SELL,43115.0,44250.0,2.33,2025-11-05,0
2025-11-07,122630,BUY,41095.0,0.0,0.0,,6998
2025-11-10,122630,SELL,41095.0,41920.0,1.7,2025-11-07,0
2025-11-11,122630,BUY,44800.0,0.0,0.0,,6474
2025-11-14,233740,BUY,12224.195107398567,0.0,0.0,,23655
2025-11-17,122630,SELL,44800.0,43180.0,-3.91,2025-11-11,0
2025-11-18,233740,SELL,12224.195107398567,11908.5,-2.88,2025-11-14,0
2025-11-24,251340,BUY,2995.0,0.0,0.0,,65490
2025-11-25,122630,BUY,40370.0,0.0,0.0,,9002
2025-11-26,251340,SELL,2995.0,3015.25,0.38,2025-11-24,0
2025-12-03,122630,SELL,40370.0,41965.0,3.65,2025-11-25,0
2025-12-09,122630,BUY,44780.0,0.0,0.0,,6413
2025-12-09,233740,BUY,12346.5,0.0,0.0,,23193
2025-12-11,233740,SELL,12346.5,12372.25,-0.09,2025-12-09,0
2025-12-12,122630,SELL,44780.0,44160.0,-1.68,2025-12-09,0
2025-12-12,233740,BUY,12289.5,0.0,0.0,,23162
2025-12-15,122630,BUY,42830.0,0.0,0.0,,6626
2025-12-16,233740,SELL,12289.5,11747.0,-4.71,2025-12-12,0
2025-12-16,122630,SELL,42830.0,42825.0,-0.31,2025-12-15,0
2025-12-23,251340,BUY,2932.0,0.0,0.0,,16563
2025-12-26,251340,SELL,2932.0,2937.75,-0.1,2025-12-23,0
2025-12-30,122630,BUY,47345.0,0.0,0.0,,5860
2025-12-30,251340,BUY,2940.0,0.0,0.0,,23563
2026-01-02,251340,SELL,2940.0,2914.95,-1.15,2025-12-30,0
2026-01-12,233740,BUY,12240.0,0.0,0.0,,6772
2026-01-14,233740,SELL,12240.0,11941.5,-2.74,2026-01-12,0
2026-01-15,233740,BUY,11850.0,0.0,0.0,,3468
2026-01-21,122630,SELL,47345.0,62845.0,32.39,2025-12-30,0
2026-01-21,233740,SELL,11850.0,11861.25,-0.21,2026-01-15,0
2026-01-23,233740,BUY,12360.5,0.0,0.0,,33743
2026-01-27,122630,BUY,66500.0,0.0,0.0,,3362
2026-01-28,122630,SELL,66500.0,73580.0,10.33,2026-01-27,0
2026-02-02,233740,SELL,12360.5,18005.0,45.3,2026-01-23,0
2026-02-04,122630,BUY,76485.0,0.0,0.0,,5580
2026-02-04,233740,BUY,19013.5,0.0,0.0,,22385
2026-02-05,233740,SELL,19013.5,17712.0,-7.13,2026-02-04,0
2026-02-06,122630,SELL,76485.0,67306.8,-12.28,2026-02-04,0
2026-02-09,233740,BUY,17346.78125,0.0,0.0,,28886
2026-02-10,233740,SELL,17346.78125,17479.5,0.46,2026-02-09,0
2026-02-10,122630,BUY,79320.0,0.0,0.0,,3387
2026-02-25,122630,SELL,79320.0,101655.0,27.82,2026-02-10,0
2026-03-03,233740,BUY,20262.550904424344,0.0,0.0,,27201
2026-03-04,233740,SELL,20262.550904424344,17400.0,-14.41,2026-03-03,0
2026-03-06,233740,BUY,17930.5,0.0,0.0,,21431
2026-03-10,233740,SELL,17930.5,18050.25,0.37,2026-03-06,0
2026-03-11,122630,BUY,86180.0,0.0,0.0,,4467
2026-03-12,233740,BUY,17012.0,0.0,0.0,,7344
2026-03-16,122630,SELL,86180.0,80235.0,-7.19,2026-03-11,0
2026-03-16,233740,SELL,17012.0,16758.0,-1.79,2026-03-12,0
2026-03-17,122630,BUY,87365.0,0.0,0.0,,4235
2026-03-18,233740,BUY,17611.937443879076,0.0,0.0,,6818
2026-03-20,122630,SELL,87365.0,90665.0,3.47,2026-03-17,0
2026-03-23,233740,SELL,17611.937443879076,15410.445263394191,-12.78,2026-03-18,0
2026-03-24,251340,BUY,2075.9508196721313,0.0,0.0,,177645
2026-03-25,251340,SELL,2075.9508196721313,2010.25,-3.46,2026-03-24,0
2026-03-25,122630,BUY,85760.0,0.0,0.0,,4287
2026-03-25,233740,BUY,17143.76825323475,0.0,0.0,,1
2026-03-26,122630,SELL,85760.0,78041.6,-9.29,2026-03-25,0
2026-03-26,233740,SELL,17143.76825323475,17343.5,0.86,2026-03-25,0
2026-03-30,233740,BUY,16066.05271707029,0.0,0.0,,10747
2026-03-31,233740,SELL,16066.05271707029,14057.796127436504,-12.78,2026-03-30,0
2026-04-02,122630,BUY,80980.0,0.0,0.0,,4128
2026-04-02,251340,BUY,2094.0,0.0,0.0,,33476
2026-04-03,122630,SELL,80980.0,73691.8,-9.29,2026-04-02,0
2026-04-06,122630,BUY,76495.0,0.0,0.0,,7405
2026-04-08,122630,SELL,76495.0,90015.0,17.35,2026-04-06,0
2026-04-09,122630,BUY,89900.0,0.0,0.0,,7392
2026-04-13,251340,SELL,2094.0,2174.5,3.54,2026-04-02,0
2026-04-14,251340,BUY,2115.0,0.0,0.0,,34350
2026-04-15,251340,SELL,2115.0,2076.0,-2.14,2026-04-14,0
2026-04-24,122630,SELL,89900.0,111890.0,24.12,2026-04-09,0
2026-04-24,233740,BUY,16838.0,0.0,0.0,,34629
2026-04-27,122630,BUY,112705.0,0.0,0.0,,2773
2026-04-28,233740,SELL,16838.0,17555.0,3.95,2026-04-24,0
2026-04-29,233740,BUY,17669.5,0.0,0.0,,34307
2026-04-30,233740,SELL,17669.5,17422.5,-1.7,2026-04-29,0
2026-05-07,233740,BUY,17466.0,0.0,0.0,,19989
2026-05-12,233740,SELL,17466.0,15282.75,-12.78,2026-05-07,0
2026-05-13,122630,SELL,112705.0,153830.0,36.13,2026-04-27,0
