side,entry_time,exit_time,entry,exit,stop,target,bars_held,reason,gross_pnl,net_pnl,ret_on_capital_pct
LONG,2026-03-23 16:29:00+00:00,2026-03-23 16:29:00+00:00,24361.25,24332.444642857143,24332.444642857143,24374.625,1,stop,-57.610714285714494,-60.01071428571449,-0.600107142857145
LONG,2026-03-23 16:32:00+00:00,2026-03-23 16:32:00+00:00,24348.75,24354.0,24303.683035714286,24354.0,1,target_25pct,10.5,8.1,0.08099999999999999
LONG,2026-03-23 17:23:00+00:00,2026-03-23 17:25:00+00:00,24332.75,24342.375,24314.07232142857,24342.375,3,target_25pct,19.25,16.85,0.1685
SHORT,2026-03-23 17:39:00+00:00,2026-03-23 17:43:00+00:00,24447.0,24424.5625,24473.1625,24424.5625,5,target_25pct,44.875,42.475,0.42475
SHORT,2026-03-23 18:07:00+00:00,2026-03-23 18:07:00+00:00,24470.0,24457.9375,24487.324107142857,24457.9375,1,target_25pct,24.125,21.725,0.21725
SHORT,2026-03-23 18:40:00+00:00,2026-03-23 18:40:00+00:00,24508.75,24502.0625,24533.558035714286,24502.0625,1,target_25pct,13.375,10.975,0.10975
LONG,2026-03-23 19:20:00+00:00,2026-03-23 19:20:00+00:00,24484.0,24487.125,24468.027678571427,24487.125,1,target_25pct,6.25,3.85,0.038500000000000006
LONG,2026-03-23 20:07:00+00:00,2026-03-23 20:10:00+00:00,24382.5,24407.75,24363.916964285716,24407.75,4,target_25pct,50.5,48.1,0.481
SHORT,2026-03-23 22:29:00+00:00,2026-03-23 22:32:00+00:00,24428.25,24421.625,24440.260714285716,24421.625,4,target_25pct,13.25,10.85,0.1085
SHORT,2026-03-23 22:47:00+00:00,2026-03-23 22:47:00+00:00,24441.75,24450.05982142857,24450.05982142857,24438.25,1,stop,-16.619642857142026,-19.019642857142024,-0.19019642857142025
SHORT,2026-03-23 23:01:00+00:00,2026-03-23 23:04:00+00:00,24469.75,24466.0,24487.71875,24466.0,4,target_25pct,7.5,5.1,0.05099999999999999
LONG,2026-03-24 00:08:00+00:00,2026-03-24 00:12:00+00:00,24407.75,24385.735714285714,24385.735714285714,24413.5,5,stop,-44.02857142857101,-46.42857142857101,-0.46428571428571014
LONG,2026-03-24 00:20:00+00:00,2026-03-24 00:20:00+00:00,24334.5,24311.85,24311.85,24354.5625,1,stop,-45.30000000000291,-47.70000000000291,-0.47700000000002907
LONG,2026-03-24 00:22:00+00:00,2026-03-24 00:22:00+00:00,24349.5,24354.1875,24310.08035714286,24354.1875,1,target_25pct,9.375,6.975,0.06974999999999999
LONG,2026-03-24 00:42:00+00:00,2026-03-24 00:42:00+00:00,24334.75,24311.91607142857,24311.91607142857,24343.1875,1,stop,-45.66785714285652,-48.06785714285652,-0.4806785714285651
LONG,2026-03-24 02:55:00+00:00,2026-03-24 02:55:00+00:00,24259.5,24261.6875,24245.936607142856,24261.6875,1,target_25pct,4.375,1.975,0.01975
SHORT,2026-03-24 04:13:00+00:00,2026-03-24 04:16:00+00:00,24289.0,24282.3125,24303.83125,24282.3125,4,target_25pct,13.375,10.975,0.10975
LONG,2026-03-24 04:46:00+00:00,2026-03-24 04:47:00+00:00,24252.75,24256.5625,24240.366071428572,24256.5625,2,target_25pct,7.625,5.225,0.05225
SHORT,2026-03-24 05:45:00+00:00,2026-03-24 05:46:00+00:00,24253.0,24263.344642857144,24263.344642857144,24242.0625,2,stop,-20.689285714288417,-23.089285714288415,-0.23089285714288413
SHORT,2026-03-24 06:12:00+00:00,2026-03-24 06:12:00+00:00,24289.25,24284.5625,24302.84375,24284.5625,1,target_25pct,9.375,6.975,0.06974999999999999
SHORT,2026-03-24 06:29:00+00:00,2026-03-24 06:32:00+00:00,24323.0,24341.058928571427,24341.058928571427,24315.4375,4,stop,-36.11785714285361,-38.51785714285361,-0.38517857142853607
SHORT,2026-03-24 06:44:00+00:00,2026-03-24 06:46:00+00:00,24351.75,24361.925892857143,24361.925892857143,24337.8125,3,stop,-20.35178571428696,-22.75178571428696,-0.22751785714286962
SHORT,2026-03-24 06:58:00+00:00,2026-03-24 07:01:00+00:00,24376.0,24393.375,24393.375,24370.875,4,stop,-34.75,-37.15,-0.3715
SHORT,2026-03-24 07:18:00+00:00,2026-03-24 07:20:00+00:00,24485.0,24468.5625,24515.678571428572,24468.5625,3,target_25pct,32.875,30.475,0.30475
SHORT,2026-03-24 07:24:00+00:00,2026-03-24 07:31:00+00:00,24474.0,24452.6875,24493.132142857143,24452.6875,8,target_25pct,42.625,40.225,0.40225
LONG,2026-03-24 07:37:00+00:00,2026-03-24 07:38:00+00:00,24448.25,24453.1875,24429.657142857144,24453.1875,2,target_25pct,9.875,7.475,0.07475
LONG,2026-03-24 08:23:00+00:00,2026-03-24 08:24:00+00:00,24428.5,24412.285714285714,24412.285714285714,24437.8125,2,stop,-32.42857142857247,-34.82857142857247,-0.3482857142857247
LONG,2026-03-24 08:36:00+00:00,2026-03-24 08:36:00+00:00,24413.75,24416.8125,24384.70357142857,24416.8125,1,target_25pct,6.125,3.725,0.03725
LONG,2026-03-24 09:17:00+00:00,2026-03-24 09:17:00+00:00,24328.25,24336.5625,24300.10892857143,24336.5625,1,target_25pct,16.625,14.225,0.14225
LONG,2026-03-24 09:24:00+00:00,2026-03-24 09:25:00+00:00,24330.5,24340.9375,24312.63839285714,24340.9375,2,target_25pct,20.875,18.475,0.18475000000000003
SHORT,2026-03-24 09:47:00+00:00,2026-03-24 09:47:00+00:00,24374.25,24370.4375,24397.501785714285,24370.4375,1,target_25pct,7.625,5.225,0.05225
SHORT,2026-03-24 10:00:00+00:00,2026-03-24 10:01:00+00:00,24421.0,24406.8125,24434.598214285714,24406.8125,2,target_25pct,28.375,25.975,0.25975
LONG,2026-03-24 11:56:00+00:00,2026-03-24 11:56:00+00:00,24346.0,24353.5,24323.24375,24353.5,1,target_25pct,15.0,12.6,0.126
SHORT,2026-03-24 12:29:00+00:00,2026-03-24 12:29:00+00:00,24363.25,24358.0625,24376.29464285714,24358.0625,1,target_25pct,10.375,7.975,0.07974999999999999
LONG,2026-03-24 12:41:00+00:00,2026-03-24 12:41:00+00:00,24287.25,24302.0,24270.099107142858,24302.0,1,target_25pct,29.5,27.1,0.271
LONG,2026-03-24 13:46:00+00:00,2026-03-24 13:46:00+00:00,24188.5,24200.0,24144.004464285714,24200.0,1,target_25pct,23.0,20.6,0.20600000000000002
LONG,2026-03-24 13:53:00+00:00,2026-03-24 13:53:00+00:00,24178.0,24180.3125,24117.21607142857,24180.3125,1,target_25pct,4.625,2.225,0.022250000000000002
SHORT,2026-03-24 15:18:00+00:00,2026-03-24 15:22:00+00:00,24315.25,24353.707142857143,24353.707142857143,24304.0,5,stop,-76.91428571428696,-79.31428571428697,-0.7931428571428697
SHORT,2026-03-24 15:28:00+00:00,2026-03-24 15:31:00+00:00,24353.0,24325.1875,24382.39107142857,24325.1875,4,target_25pct,55.625,53.225,0.53225
LONG,2026-03-24 16:08:00+00:00,2026-03-24 16:09:00+00:00,24284.0,24301.0,24265.37232142857,24301.0,2,target_25pct,34.0,31.6,0.316
LONG,2026-03-24 16:43:00+00:00,2026-03-24 16:43:00+00:00,24265.25,24279.3125,24249.04464285714,24279.3125,1,target_25pct,28.125,25.725,0.25725000000000003
LONG,2026-03-24 17:12:00+00:00,2026-03-24 17:12:00+00:00,24196.0,24178.745535714286,24178.745535714286,24220.4375,1,stop,-34.50892857142753,-36.90892857142753,-0.3690892857142753
LONG,2026-03-24 17:21:00+00:00,2026-03-24 17:29:00+00:00,24184.25,24202.5625,24156.590178571427,24202.5625,9,target_25pct,36.625,34.225,0.34225
SHORT,2026-03-24 19:17:00+00:00,2026-03-24 19:18:00+00:00,24309.75,24300.5,24319.466964285715,24300.5,2,target_25pct,18.5,16.1,0.161
LONG,2026-03-24 19:50:00+00:00,2026-03-24 19:50:00+00:00,24229.25,24214.633035714287,24214.633035714287,24243.25,1,stop,-29.233928571426077,-31.633928571426075,-0.31633928571426073
SHORT,2026-03-24 20:29:00+00:00,2026-03-24 20:29:00+00:00,24428.5,24413.625,24509.16964285714,24413.625,1,target_25pct,29.75,27.35,0.2735
LONG,2026-03-24 22:28:00+00:00,2026-03-24 22:28:00+00:00,24400.0,24409.125,24387.125892857144,24409.125,1,target_25pct,18.25,15.85,0.1585
SHORT,2026-03-24 22:47:00+00:00,2026-03-24 22:48:00+00:00,24417.0,24414.4375,24429.84107142857,24414.4375,2,target_25pct,5.125,2.725,0.02725
LONG,2026-03-24 23:49:00+00:00,2026-03-24 23:54:00+00:00,24414.5,24418.8125,24406.964285714286,24418.8125,6,target_25pct,8.625,6.225,0.06225
SHORT,2026-03-25 00:41:00+00:00,2026-03-25 00:48:00+00:00,24474.25,24458.375,24488.628571428573,24458.375,8,target_25pct,31.75,29.35,0.2935
LONG,2026-03-25 01:18:00+00:00,2026-03-25 01:18:00+00:00,24438.0,24442.4375,24427.121428571427,24442.4375,1,target_25pct,8.875,6.475,0.06475
LONG,2026-03-25 02:03:00+00:00,2026-03-25 02:05:00+00:00,24394.25,24380.451785714286,24380.451785714286,24400.75,3,stop,-27.596428571428987,-29.996428571428986,-0.29996428571428985
LONG,2026-03-25 02:19:00+00:00,2026-03-25 02:22:00+00:00,24365.5,24375.0,24353.12232142857,24375.0,4,target_25pct,19.0,16.6,0.16600000000000004
LONG,2026-03-25 03:01:00+00:00,2026-03-25 03:01:00+00:00,24342.0,24346.6875,24331.628571428573,24346.6875,1,target_25pct,9.375,6.975,0.06974999999999999
LONG,2026-03-25 03:04:00+00:00,2026-03-25 03:05:00+00:00,24345.0,24347.5625,24333.04732142857,24347.5625,2,target_25pct,5.125,2.725,0.02725
LONG,2026-03-25 03:19:00+00:00,2026-03-25 03:20:00+00:00,24337.0,24338.4375,24323.659821428573,24338.4375,2,target_25pct,2.875,0.4750000000000001,0.004750000000000001
SHORT,2026-03-25 03:41:00+00:00,2026-03-25 03:41:00+00:00,24354.0,24352.5,24366.858035714286,24352.5,1,target_25pct,3.0,0.6000000000000001,0.006000000000000001
SHORT,2026-03-25 03:55:00+00:00,2026-03-25 04:09:00+00:00,24376.25,24385.56875,24385.56875,24369.6875,5,stop,-18.63749999999709,-21.037499999997088,-0.21037499999997086
SHORT,2026-03-25 04:21:00+00:00,2026-03-25 04:27:00+00:00,24409.5,24420.405357142856,24420.405357142856,24399.875,7,stop,-21.810714285711583,-24.210714285711582,-0.24210714285711582
SHORT,2026-03-25 04:30:00+00:00,2026-03-25 04:36:00+00:00,24414.25,24420.054464285713,24420.054464285713,24403.625,7,stop,-11.608928571426077,-14.008928571426077,-0.14008928571426077
LONG,2026-03-25 05:59:00+00:00,2026-03-25 06:00:00+00:00,24384.75,24377.910714285714,24377.910714285714,24393.0625,2,stop,-13.678571428572468,-16.078571428572467,-0.16078571428572466
LONG,2026-03-25 06:08:00+00:00,2026-03-25 06:09:00+00:00,24368.0,24360.13482142857,24360.13482142857,24379.375,2,stop,-15.73035714285652,-18.130357142856518,-0.18130357142856518
LONG,2026-03-25 06:12:00+00:00,2026-03-25 06:24:00+00:00,24364.25,24354.255357142858,24354.255357142858,24374.625,13,stop,-19.98928571428405,-22.38928571428405,-0.2238928571428405
LONG,2026-03-25 06:37:00+00:00,2026-03-25 06:37:00+00:00,24336.25,24339.25,24323.96607142857,24339.25,1,target_25pct,6.0,3.6,0.036000000000000004
SHORT,2026-03-25 07:16:00+00:00,2026-03-25 07:20:00+00:00,24388.75,24384.5,24400.733035714286,24384.5,5,target_25pct,8.5,6.1,0.061
SHORT,2026-03-25 07:45:00+00:00,2026-03-25 07:46:00+00:00,24395.25,24404.723214285714,24404.723214285714,24388.0,2,stop,-18.946428571427532,-21.34642857142753,-0.2134642857142753
SHORT,2026-03-25 08:18:00+00:00,2026-03-25 08:21:00+00:00,24508.75,24529.432142857142,24529.432142857142,24490.625,4,stop,-41.36428571428405,-43.76428571428405,-0.4376428571428405
SHORT,2026-03-25 08:23:00+00:00,2026-03-25 08:36:00+00:00,24514.25,24498.375,24537.075,24498.375,14,target_25pct,31.75,29.35,0.2935
LONG,2026-03-25 08:59:00+00:00,2026-03-25 09:01:00+00:00,24440.5,24423.602678571428,24423.602678571428,24453.5,3,stop,-33.794642857144936,-36.194642857144935,-0.3619464285714494
LONG,2026-03-25 09:03:00+00:00,2026-03-25 09:05:00+00:00,24448.75,24457.0625,24428.167857142857,24457.0625,3,target_25pct,16.625,14.225,0.14225
LONG,2026-03-25 09:28:00+00:00,2026-03-25 09:28:00+00:00,24448.0,24450.75,24436.385714285716,24450.75,1,target_25pct,5.5,3.1,0.031
LONG,2026-03-25 09:51:00+00:00,2026-03-25 09:51:00+00:00,24428.25,24434.1875,24415.250892857144,24434.1875,1,target_25pct,11.875,9.475,0.09475
SHORT,2026-03-25 10:05:00+00:00,2026-03-25 10:05:00+00:00,24472.5,24460.25,24483.032142857144,24460.25,1,target_25pct,24.5,22.1,0.22100000000000003
SHORT,2026-03-25 11:07:00+00:00,2026-03-25 11:08:00+00:00,24472.5,24482.185714285715,24482.185714285715,24464.9375,2,stop,-19.371428571430442,-21.77142857143044,-0.2177142857143044
SHORT,2026-03-25 12:10:00+00:00,2026-03-25 12:15:00+00:00,24524.5,24508.1875,24536.141964285714,24508.1875,6,target_25pct,32.625,30.225,0.30225
LONG,2026-03-25 12:22:00+00:00,2026-03-25 12:23:00+00:00,24458.25,24437.06517857143,24437.06517857143,24469.6875,2,stop,-42.369642857142026,-44.769642857142024,-0.4476964285714202
LONG,2026-03-25 12:26:00+00:00,2026-03-25 12:26:00+00:00,24459.5,24460.5,24421.80982142857,24460.5,1,target_25pct,2.0,-0.3999999999999999,-0.003999999999999999
LONG,2026-03-25 12:34:00+00:00,2026-03-25 12:36:00+00:00,24392.0,24424.6875,24375.225,24424.6875,3,target_25pct,65.375,62.975,0.62975
SHORT,2026-03-25 12:58:00+00:00,2026-03-25 13:00:00+00:00,24458.0,24442.75,24472.147321428572,24442.75,3,target_25pct,30.5,28.1,0.281
LONG,2026-03-25 13:24:00+00:00,2026-03-25 13:24:00+00:00,24440.25,24441.3125,24421.05982142857,24441.3125,1,target_25pct,2.125,-0.2749999999999999,-0.002749999999999999
SHORT,2026-03-25 13:43:00+00:00,2026-03-25 13:43:00+00:00,24500.0,24496.625,24534.176785714284,24496.625,1,target_25pct,6.75,4.35,0.0435
LONG,2026-03-25 13:56:00+00:00,2026-03-25 13:56:00+00:00,24385.25,24401.5,24348.39642857143,24401.5,1,target_25pct,32.5,30.1,0.301
SHORT,2026-03-25 14:25:00+00:00,2026-03-25 14:25:00+00:00,24452.25,24492.69375,24492.69375,24443.25,1,stop,-80.88749999999709,-83.2874999999971,-0.8328749999999709
LONG,2026-03-25 15:21:00+00:00,2026-03-25 15:22:00+00:00,24337.5,24364.1875,24299.739285714284,24364.1875,2,target_25pct,53.375,50.975,0.50975
SHORT,2026-03-25 16:39:00+00:00,2026-03-25 16:47:00+00:00,24434.5,24418.0625,24452.429464285713,24418.0625,9,target_25pct,32.875,30.475,0.30475
SHORT,2026-03-25 17:30:00+00:00,2026-03-25 17:30:00+00:00,24431.5,24426.1875,24449.01607142857,24426.1875,1,target_25pct,10.625,8.225,0.08225
SHORT,2026-03-25 17:43:00+00:00,2026-03-25 17:43:00+00:00,24450.0,24467.761607142857,24467.761607142857,24442.375,1,stop,-35.52321428571304,-37.92321428571304,-0.37923214285713036
SHORT,2026-03-25 17:46:00+00:00,2026-03-25 17:47:00+00:00,24454.25,24448.375,24477.01517857143,24448.375,2,target_25pct,11.75,9.35,0.0935
LONG,2026-03-25 18:34:00+00:00,2026-03-25 18:37:00+00:00,24418.25,24406.557142857142,24406.557142857142,24421.875,4,stop,-23.38571428571595,-25.785714285715947,-0.2578571428571595
LONG,2026-03-25 18:45:00+00:00,2026-03-25 18:50:00+00:00,24397.5,24388.105357142857,24388.105357142857,24408.0,6,stop,-18.78928571428696,-21.18928571428696,-0.2118928571428696
LONG,2026-03-25 18:59:00+00:00,2026-03-25 19:00:00+00:00,24357.0,24337.12232142857,24337.12232142857,24365.375,2,stop,-39.755357142857974,-42.15535714285797,-0.42155357142857974
LONG,2026-03-25 19:05:00+00:00,2026-03-25 19:05:00+00:00,24333.25,24341.0,24305.67767857143,24341.0,1,target_25pct,15.5,13.1,0.131
SHORT,2026-03-25 20:04:00+00:00,2026-03-25 20:06:00+00:00,24381.75,24372.9375,24395.507142857143,24372.9375,3,target_25pct,17.625,15.225,0.15225
SHORT,2026-03-25 20:19:00+00:00,2026-03-25 20:24:00+00:00,24376.0,24370.625,24383.749107142856,24370.625,6,target_25pct,10.75,8.35,0.08349999999999999
LONG,2026-03-25 22:05:00+00:00,2026-03-25 22:06:00+00:00,24351.5,24353.9375,24344.244642857142,24353.9375,2,target_25pct,4.875,2.475,0.02475
LONG,2026-03-25 22:20:00+00:00,2026-03-25 22:24:00+00:00,24331.25,24322.279464285715,24322.279464285715,24338.0,5,stop,-17.941071428569558,-20.341071428569556,-0.20341071428569557
SHORT,2026-03-25 23:59:00+00:00,2026-03-26 00:00:00+00:00,24324.75,24332.73660714286,24332.73660714286,24317.6875,2,stop,-15.973214285717404,-18.373214285717403,-0.183732142857174
SHORT,2026-03-26 00:26:00+00:00,2026-03-26 00:40:00+00:00,24398.75,24381.5,24409.698214285716,24381.5,15,target_25pct,34.5,32.1,0.321
LONG,2026-03-26 00:58:00+00:00,2026-03-26 01:00:00+00:00,24358.25,24360.0625,24340.466964285715,24360.0625,3,target_25pct,3.625,1.225,0.01225
LONG,2026-03-26 01:21:00+00:00,2026-03-26 01:21:00+00:00,24347.5,24350.5,24336.00625,24350.5,1,target_25pct,6.0,3.6,0.036000000000000004
LONG,2026-03-26 01:30:00+00:00,2026-03-26 01:30:00+00:00,24346.5,24347.5,24332.126785714285,24347.5,1,target_25pct,2.0,-0.3999999999999999,-0.003999999999999999
SHORT,2026-03-26 02:07:00+00:00,2026-03-26 02:07:00+00:00,24369.0,24367.3125,24380.375,24367.3125,1,target_25pct,3.375,0.9750000000000001,0.009750000000000002
LONG,2026-03-26 02:43:00+00:00,2026-03-26 02:46:00+00:00,24279.0,24292.4375,24262.64375,24292.4375,4,target_25pct,26.875,24.475,0.24475
SHORT,2026-03-26 03:18:00+00:00,2026-03-26 03:19:00+00:00,24311.75,24319.979464285716,24319.979464285716,24306.4375,2,stop,-16.458928571431898,-18.858928571431896,-0.18858928571431896
SHORT,2026-03-26 03:28:00+00:00,2026-03-26 03:30:00+00:00,24339.25,24347.905357142856,24347.905357142856,24327.0625,3,stop,-17.310714285711583,-19.710714285711582,-0.1971071428571158
SHORT,2026-03-26 03:43:00+00:00,2026-03-26 03:51:00+00:00,24405.5,24380.875,24417.585714285713,24380.875,9,target_25pct,49.25,46.85,0.46849999999999997
LONG,2026-03-26 04:13:00+00:00,2026-03-26 04:15:00+00:00,24373.75,24364.67142857143,24364.67142857143,24380.9375,3,stop,-18.15714285714057,-20.55714285714057,-0.20557142857140567
LONG,2026-03-26 04:23:00+00:00,2026-03-26 04:24:00+00:00,24365.25,24355.90625,24355.90625,24372.3125,2,stop,-18.6875,-21.0875,-0.210875
LONG,2026-03-26 04:26:00+00:00,2026-03-26 04:30:00+00:00,24364.25,24367.6875,24352.761607142857,24367.6875,5,target_25pct,6.875,4.475,0.04475
LONG,2026-03-26 05:00:00+00:00,2026-03-26 05:02:00+00:00,24324.75,24332.5625,24316.633928571428,24332.5625,3,target_25pct,15.625,13.225,0.13224999999999998
LONG,2026-03-26 05:15:00+00:00,2026-03-26 05:22:00+00:00,24303.0,24290.275,24290.275,24310.4375,8,stop,-25.44999999999709,-27.849999999997088,-0.2784999999999709
LONG,2026-03-26 05:29:00+00:00,2026-03-26 05:34:00+00:00,24271.25,24286.625,24264.29732142857,24286.625,6,target_25pct,30.75,28.35,0.28350000000000003
LONG,2026-03-26 05:48:00+00:00,2026-03-26 05:48:00+00:00,24271.75,24275.5625,24260.652678571427,24275.5625,1,target_25pct,7.625,5.225,0.05225
SHORT,2026-03-26 06:34:00+00:00,2026-03-26 06:35:00+00:00,24272.0,24286.11875,24286.11875,24268.8125,2,stop,-28.23750000000291,-30.63750000000291,-0.3063750000000291
LONG,2026-03-26 08:17:00+00:00,2026-03-26 08:17:00+00:00,24218.5,24232.3125,24207.007142857143,24232.3125,1,target_25pct,27.625,25.225,0.25225
LONG,2026-03-26 08:21:00+00:00,2026-03-26 08:29:00+00:00,24217.0,24194.033035714285,24194.033035714285,24222.9375,9,stop,-45.93392857143044,-48.33392857143044,-0.4833392857143044
LONG,2026-03-26 08:32:00+00:00,2026-03-26 08:34:00+00:00,24198.75,24215.4375,24184.475,24215.4375,3,target_25pct,33.375,30.975,0.30975
LONG,2026-03-26 08:47:00+00:00,2026-03-26 08:47:00+00:00,24183.25,24187.25,24165.7,24187.25,1,target_25pct,8.0,5.6,0.055999999999999994
LONG,2026-03-26 08:51:00+00:00,2026-03-26 08:51:00+00:00,24174.0,24177.0,24155.685714285715,24177.0,1,target_25pct,6.0,3.6,0.036000000000000004
LONG,2026-03-26 09:03:00+00:00,2026-03-26 09:03:00+00:00,24175.0,24156.415178571428,24156.415178571428,24176.1875,1,same_bar_stop_first,-37.169642857144936,-39.569642857144935,-0.3956964285714493
LONG,2026-03-26 09:37:00+00:00,2026-03-26 09:37:00+00:00,24135.75,24139.625,24114.241964285713,24139.625,1,target_25pct,7.75,5.35,0.0535
SHORT,2026-03-26 10:24:00+00:00,2026-03-26 10:28:00+00:00,24182.0,24196.5,24196.5,24177.0625,5,stop,-29.0,-31.4,-0.314
SHORT,2026-03-26 10:31:00+00:00,2026-03-26 10:32:00+00:00,24192.0,24202.105357142857,24202.105357142857,24181.375,2,stop,-20.21071428571304,-22.610714285713037,-0.22610714285713038
SHORT,2026-03-26 10:35:00+00:00,2026-03-26 10:37:00+00:00,24197.25,24188.25,24205.45357142857,24188.25,3,target_25pct,18.0,15.6,0.156
LONG,2026-03-26 11:46:00+00:00,2026-03-26 11:49:00+00:00,24131.5,24117.95892857143,24117.95892857143,24135.5625,4,stop,-27.08214285714348,-29.48214285714348,-0.2948214285714348
LONG,2026-03-26 11:52:00+00:00,2026-03-26 11:54:00+00:00,24122.0,24127.0625,24108.410714285714,24127.0625,3,target_25pct,10.125,7.725,0.07725
LONG,2026-03-26 12:05:00+00:00,2026-03-26 12:05:00+00:00,24098.25,24103.5625,24082.929464285713,24103.5625,1,target_25pct,10.625,8.225,0.08225
SHORT,2026-03-26 12:19:00+00:00,2026-03-26 12:19:00+00:00,24137.25,24129.375,24149.726785714287,24129.375,1,target_25pct,15.75,13.35,0.1335
LONG,2026-03-26 12:38:00+00:00,2026-03-26 12:38:00+00:00,24095.25,24097.9375,24075.279464285715,24097.9375,1,target_25pct,5.375,2.975,0.029750000000000002
SHORT,2026-03-26 13:50:00+00:00,2026-03-26 13:51:00+00:00,24166.25,24195.76339285714,24195.76339285714,24152.625,2,stop,-59.026785714282596,-61.426785714282595,-0.614267857142826
SHORT,2026-03-26 13:56:00+00:00,2026-03-26 13:57:00+00:00,24208.75,24190.875,24246.675,24190.875,2,target_25pct,35.75,33.35,0.3335
LONG,2026-03-26 14:57:00+00:00,2026-03-26 14:57:00+00:00,24092.5,24101.3125,24046.667857142857,24101.3125,1,target_25pct,17.625,15.225,0.15225
LONG,2026-03-26 16:25:00+00:00,2026-03-26 16:26:00+00:00,24045.0,24022.676785714284,24022.676785714284,24053.5625,2,stop,-44.6464285714319,-47.046428571431896,-0.470464285714319
LONG,2026-03-26 16:35:00+00:00,2026-03-26 16:35:00+00:00,24001.25,24010.625,23974.9625,24010.625,1,target_25pct,18.75,16.35,0.1635
LONG,2026-03-26 16:42:00+00:00,2026-03-26 16:48:00+00:00,23995.75,23981.51607142857,23981.51607142857,24013.125,7,stop,-28.46785714285943,-30.867857142859428,-0.3086785714285943
LONG,2026-03-26 16:52:00+00:00,2026-03-26 16:52:00+00:00,23986.25,23992.9375,23966.746428571427,23992.9375,1,target_25pct,13.375,10.975,0.10975
LONG,2026-03-26 17:29:00+00:00,2026-03-26 17:30:00+00:00,23945.25,23958.3125,23932.866071428572,23958.3125,2,target_25pct,26.125,23.725,0.23725000000000002
LONG,2026-03-26 18:01:00+00:00,2026-03-26 18:01:00+00:00,23881.75,23888.5,23854.45625,23888.5,1,target_25pct,13.5,11.1,0.11099999999999999
LONG,2026-03-26 18:31:00+00:00,2026-03-26 18:31:00+00:00,23857.75,23861.0625,23842.623214285715,23861.0625,1,target_25pct,6.625,4.225,0.042249999999999996
LONG,2026-03-26 19:15:00+00:00,2026-03-26 19:15:00+00:00,23837.0,23842.5625,23821.32589285714,23842.5625,1,target_25pct,11.125,8.725,0.08725
LONG,2026-03-26 19:28:00+00:00,2026-03-26 19:29:00+00:00,23830.0,23840.75,23820.630357142858,23840.75,2,target_25pct,21.5,19.1,0.19100000000000003
LONG,2026-03-26 19:35:00+00:00,2026-03-26 19:35:00+00:00,23822.0,23825.0625,23806.405357142856,23825.0625,1,target_25pct,6.125,3.725,0.03725
LONG,2026-03-26 19:49:00+00:00,2026-03-26 19:49:00+00:00,23812.75,23815.5,23796.58035714286,23815.5,1,target_25pct,5.5,3.1,0.031
LONG,2026-03-26 19:57:00+00:00,2026-03-26 19:57:00+00:00,23799.5,23802.6875,23782.83392857143,23802.6875,1,target_25pct,6.375,3.975,0.03975
SHORT,2026-03-26 20:41:00+00:00,2026-03-26 20:51:00+00:00,23889.5,23868.9375,23902.073214285716,23868.9375,11,target_25pct,41.125,38.725,0.38725
LONG,2026-03-26 22:01:00+00:00,2026-03-26 22:01:00+00:00,23845.0,23848.0,23824.19017857143,23848.0,1,target_25pct,6.0,3.6,0.036000000000000004
SHORT,2026-03-26 22:19:00+00:00,2026-03-26 22:26:00+00:00,23866.75,23861.5625,23883.295535714286,23861.5625,8,target_25pct,10.375,7.975,0.07974999999999999
SHORT,2026-03-26 23:40:00+00:00,2026-03-26 23:42:00+00:00,23873.75,23883.035714285714,23883.035714285714,23869.875,3,stop,-18.571428571427532,-20.97142857142753,-0.20971428571427533
SHORT,2026-03-26 23:54:00+00:00,2026-03-26 23:56:00+00:00,23881.75,23876.8125,23892.40625,23876.8125,3,target_25pct,9.875,7.475,0.07475
SHORT,2026-03-27 00:06:00+00:00,2026-03-27 00:06:00+00:00,23893.25,23891.5,23904.404464285715,23891.5,1,target_25pct,3.5,1.1,0.011000000000000001
LONG,2026-03-27 00:25:00+00:00,2026-03-27 00:25:00+00:00,23846.5,23847.875,23820.098214285714,23847.875,1,target_25pct,2.75,0.3500000000000001,0.003500000000000001
LONG,2026-03-27 00:41:00+00:00,2026-03-27 00:43:00+00:00,23831.25,23813.5125,23813.5125,23841.875,3,stop,-35.474999999998545,-37.87499999999854,-0.37874999999998543
SHORT,2026-03-27 01:15:00+00:00,2026-03-27 01:16:00+00:00,23847.5,23855.40357142857,23855.40357142857,23839.5625,2,stop,-15.807142857142026,-18.207142857142024,-0.18207142857142025
SHORT,2026-03-27 01:31:00+00:00,2026-03-27 01:31:00+00:00,23861.5,23869.80982142857,23869.80982142857,23851.0,1,stop,-16.619642857142026,-19.019642857142024,-0.19019642857142025
SHORT,2026-03-27 01:35:00+00:00,2026-03-27 01:36:00+00:00,23864.5,23871.625,23871.625,23857.3125,2,stop,-14.25,-16.65,-0.16649999999999998
SHORT,2026-03-27 01:38:00+00:00,2026-03-27 01:39:00+00:00,23866.5,23862.3125,23877.020535714284,23862.3125,2,target_25pct,8.375,5.975,0.05975
SHORT,2026-03-27 02:04:00+00:00,2026-03-27 02:05:00+00:00,23874.75,23872.9375,23883.908035714285,23872.9375,2,target_25pct,3.625,1.225,0.01225
