side,entry_time,exit_time,entry,exit,stop,target,bars_held,reason,gross_pnl,net_pnl,ret_on_capital_pct
LONG,2026-04-01 17:37:00+00:00,2026-04-01 17:39:00+00:00,24314.75,24320.3125,24306.79642857143,24320.3125,3,target_25pct,11.125,8.725,0.08725
LONG,2026-04-01 18:06:00+00:00,2026-04-01 18:15:00+00:00,24239.25,24220.588392857142,24220.588392857142,24252.9375,10,stop,-37.32321428571595,-39.72321428571595,-0.39723214285715946
LONG,2026-04-01 18:27:00+00:00,2026-04-01 18:30:00+00:00,24168.0,24149.188392857144,24149.188392857144,24192.75,4,stop,-37.62321428571158,-40.02321428571158,-0.40023214285711584
LONG,2026-04-01 18:40:00+00:00,2026-04-01 18:40:00+00:00,24162.0,24165.0,24129.70535714286,24165.0,1,target_25pct,6.0,3.6,0.036000000000000004
SHORT,2026-04-01 19:29:00+00:00,2026-04-01 19:32:00+00:00,24237.25,24219.125,24247.7375,24219.125,4,target_25pct,36.25,33.85,0.3385
LONG,2026-04-01 20:31:00+00:00,2026-04-01 20:31:00+00:00,24184.25,24178.444642857143,24178.444642857143,24189.75,1,stop,-11.610714285714494,-14.010714285714494,-0.14010714285714493
LONG,2026-04-01 22:58:00+00:00,2026-04-01 22:58:00+00:00,24167.5,24172.0625,24158.352678571428,24172.0625,1,target_25pct,9.125,6.725,0.06724999999999999
SHORT,2026-04-01 23:20:00+00:00,2026-04-01 23:20:00+00:00,24191.5,24189.25,24203.10892857143,24189.25,1,target_25pct,4.5,2.1,0.021
SHORT,2026-04-02 00:46:00+00:00,2026-04-02 00:51:00+00:00,24217.0,24210.6875,24236.555357142857,24210.6875,6,target_25pct,12.625,10.225,0.10225
LONG,2026-04-02 01:21:00+00:00,2026-04-02 01:21:00+00:00,24036.75,24050.0,23961.824107142857,24050.0,1,target_25pct,26.5,24.1,0.24100000000000002
LONG,2026-04-02 01:29:00+00:00,2026-04-02 01:30:00+00:00,23991.5,23958.925,23958.925,24045.3125,2,stop,-65.15000000000146,-67.55000000000146,-0.6755000000000146
LONG,2026-04-02 01:36:00+00:00,2026-04-02 01:47:00+00:00,23958.0,23926.90892857143,23926.90892857143,24013.75,12,stop,-62.182142857142026,-64.58214285714203,-0.6458214285714203
LONG,2026-04-02 01:50:00+00:00,2026-04-02 01:56:00+00:00,23940.25,23962.5625,23920.034821428573,23962.5625,7,target_25pct,44.625,42.225,0.42225000000000007
LONG,2026-04-02 02:19:00+00:00,2026-04-02 02:23:00+00:00,23896.25,23877.507142857143,23877.507142857143,23906.4375,5,stop,-37.485714285714494,-39.88571428571449,-0.3988571428571449
LONG,2026-04-02 02:25:00+00:00,2026-04-02 02:29:00+00:00,23888.75,23866.889285714286,23866.889285714286,23897.4375,5,stop,-43.72142857142899,-46.121428571428986,-0.4612142857142899
LONG,2026-04-02 02:34:00+00:00,2026-04-02 02:37:00+00:00,23873.75,23855.89107142857,23855.89107142857,23887.875,4,stop,-35.71785714285943,-38.11785714285943,-0.3811785714285943
LONG,2026-04-02 04:43:00+00:00,2026-04-02 04:43:00+00:00,23806.25,23811.1875,23797.496428571427,23811.1875,1,target_25pct,9.875,7.475,0.07475
LONG,2026-04-02 04:57:00+00:00,2026-04-02 04:57:00+00:00,23801.0,23804.4375,23792.842857142856,23804.4375,1,target_25pct,6.875,4.475,0.04475
LONG,2026-04-02 05:52:00+00:00,2026-04-02 06:03:00+00:00,23768.25,23774.5625,23752.26607142857,23774.5625,12,target_25pct,12.625,10.225,0.10225
SHORT,2026-04-02 07:02:00+00:00,2026-04-02 07:02:00+00:00,23813.75,23812.0625,23825.655357142856,23812.0625,1,target_25pct,3.375,0.9750000000000001,0.009750000000000002
SHORT,2026-04-02 07:43:00+00:00,2026-04-02 07:44:00+00:00,23841.0,23835.8125,23853.66964285714,23835.8125,2,target_25pct,10.375,7.975,0.07974999999999999
SHORT,2026-04-02 08:01:00+00:00,2026-04-02 08:01:00+00:00,23874.5,23866.4375,23886.11517857143,23866.4375,1,target_25pct,16.125,13.725,0.13725
SHORT,2026-04-02 09:28:00+00:00,2026-04-02 09:28:00+00:00,23853.0,23849.25,23861.60714285714,23849.25,1,target_25pct,7.5,5.1,0.05099999999999999
LONG,2026-04-02 10:19:00+00:00,2026-04-02 10:19:00+00:00,23791.75,23795.1875,23774.88125,23795.1875,1,target_25pct,6.875,4.475,0.04475
SHORT,2026-04-02 10:45:00+00:00,2026-04-02 10:48:00+00:00,23807.0,23804.0625,23818.926785714284,23804.0625,4,target_25pct,5.875,3.475,0.034749999999999996
SHORT,2026-04-02 11:02:00+00:00,2026-04-02 11:02:00+00:00,23811.0,23809.875,23826.363392857143,23809.875,1,target_25pct,2.25,-0.1499999999999999,-0.0014999999999999992
LONG,2026-04-02 11:13:00+00:00,2026-04-02 11:15:00+00:00,23768.5,23754.816071428573,23754.816071428573,23775.3125,3,stop,-27.36785714285361,-29.767857142853607,-0.2976785714285361
LONG,2026-04-02 11:20:00+00:00,2026-04-02 11:26:00+00:00,23745.5,23730.550892857143,23730.550892857143,23757.3125,7,stop,-29.89821428571304,-32.29821428571304,-0.3229821428571304
LONG,2026-04-02 11:28:00+00:00,2026-04-02 11:28:00+00:00,23738.5,23727.590178571427,23727.590178571427,23754.875,1,stop,-21.81964285714639,-24.21964285714639,-0.2421964285714639
LONG,2026-04-02 11:32:00+00:00,2026-04-02 11:36:00+00:00,23743.75,23724.976785714287,23724.976785714287,23752.8125,5,stop,-37.54642857142608,-39.946428571426075,-0.39946428571426074
LONG,2026-04-02 11:44:00+00:00,2026-04-02 11:51:00+00:00,23711.5,23718.6875,23695.726785714287,23718.6875,8,target_25pct,14.375,11.975,0.11975
LONG,2026-04-02 12:04:00+00:00,2026-04-02 12:05:00+00:00,23689.25,23696.375,23672.841964285715,23696.375,2,target_25pct,14.25,11.85,0.11850000000000001
LONG,2026-04-02 12:13:00+00:00,2026-04-02 12:13:00+00:00,23680.75,23682.6875,23660.658035714285,23682.6875,1,target_25pct,3.875,1.475,0.014750000000000001
SHORT,2026-04-02 12:26:00+00:00,2026-04-02 12:26:00+00:00,23722.5,23717.6875,23739.667857142857,23717.6875,1,target_25pct,9.625,7.225,0.07225
SHORT,2026-04-02 12:31:00+00:00,2026-04-02 12:31:00+00:00,23718.0,23716.375,23738.41607142857,23716.375,1,target_25pct,3.25,0.8500000000000001,0.0085
SHORT,2026-04-02 12:38:00+00:00,2026-04-02 12:39:00+00:00,23728.75,23744.399107142857,23744.399107142857,23720.6875,2,stop,-31.298214285714494,-33.69821428571449,-0.3369821428571449
SHORT,2026-04-02 14:02:00+00:00,2026-04-02 14:06:00+00:00,23886.0,23916.415178571428,23916.415178571428,23847.5,5,stop,-60.830357142855064,-63.23035714285506,-0.6323035714285506
SHORT,2026-04-02 14:21:00+00:00,2026-04-02 14:21:00+00:00,23968.0,23999.474107142858,23999.474107142858,23930.9375,1,stop,-62.94821428571595,-65.34821428571595,-0.6534821428571596
SHORT,2026-04-02 14:26:00+00:00,2026-04-02 14:26:00+00:00,23952.5,23946.125,23994.36160714286,23946.125,1,target_25pct,12.75,10.35,0.1035
SHORT,2026-04-02 14:39:00+00:00,2026-04-02 14:39:00+00:00,24157.5,24151.4375,24253.741071428572,24151.4375,1,target_25pct,12.125,9.725,0.09724999999999999
SHORT,2026-04-02 14:42:00+00:00,2026-04-02 14:43:00+00:00,24132.5,24194.042857142857,24194.042857142857,24106.625,2,stop,-123.08571428571304,-125.48571428571304,-1.2548571428571305
SHORT,2026-04-02 14:47:00+00:00,2026-04-02 14:49:00+00:00,24165.0,24131.25,24225.97142857143,24131.25,3,target_25pct,67.5,65.1,0.6509999999999999
SHORT,2026-04-02 15:00:00+00:00,2026-04-02 15:00:00+00:00,24174.75,24128.0625,24209.19375,24128.0625,1,target_25pct,93.375,90.975,0.90975
LONG,2026-04-02 16:22:00+00:00,2026-04-02 16:22:00+00:00,24085.75,24096.4375,24062.504464285714,24096.4375,1,target_25pct,21.375,18.975,0.18975
LONG,2026-04-02 17:45:00+00:00,2026-04-02 17:45:00+00:00,24137.75,24121.9875,24121.9875,24141.8125,1,stop,-31.525000000001455,-33.925000000001454,-0.33925000000001454
LONG,2026-04-02 17:51:00+00:00,2026-04-02 17:52:00+00:00,24086.5,24064.83125,24064.83125,24100.0,2,stop,-43.337500000001455,-45.737500000001454,-0.4573750000000145
LONG,2026-04-02 17:54:00+00:00,2026-04-02 17:55:00+00:00,24083.0,24101.5,24066.276785714286,24101.5,2,target_25pct,37.0,34.6,0.346
SHORT,2026-04-02 18:56:00+00:00,2026-04-02 18:59:00+00:00,24144.0,24140.875,24160.005357142858,24140.875,4,target_25pct,6.25,3.85,0.038500000000000006
SHORT,2026-04-02 19:14:00+00:00,2026-04-02 19:14:00+00:00,24166.5,24159.9375,24177.8625,24159.9375,1,target_25pct,13.125,10.725,0.10724999999999998
SHORT,2026-04-02 20:05:00+00:00,2026-04-02 20:08:00+00:00,24214.25,24203.4375,24231.719642857144,24203.4375,4,target_25pct,21.625,19.225,0.19225
SHORT,2026-04-02 20:17:00+00:00,2026-04-02 20:29:00+00:00,24208.0,24220.800892857143,24220.800892857143,24197.8125,13,stop,-25.60178571428696,-28.00178571428696,-0.2800178571428696
SHORT,2026-04-02 20:32:00+00:00,2026-04-02 20:32:00+00:00,24222.25,24218.9375,24228.304464285713,24218.9375,1,target_25pct,6.625,4.225,0.042249999999999996
SHORT,2026-04-02 22:34:00+00:00,2026-04-02 22:37:00+00:00,24212.25,24208.25,24222.70267857143,24208.25,4,target_25pct,8.0,5.6,0.055999999999999994
LONG,2026-04-02 23:11:00+00:00,2026-04-02 23:15:00+00:00,24195.75,24197.25,24190.063392857144,24197.25,5,target_25pct,3.0,0.6000000000000001,0.006000000000000001
SHORT,2026-04-03 00:09:00+00:00,2026-04-03 00:09:00+00:00,24234.25,24231.5,24245.04910714286,24231.5,1,target_25pct,5.5,3.1,0.031
LONG,2026-04-03 02:09:00+00:00,2026-04-03 02:10:00+00:00,24196.75,24198.4375,24190.813392857144,24198.4375,2,target_25pct,3.375,0.9750000000000001,0.009750000000000002
LONG,2026-04-03 02:36:00+00:00,2026-04-03 02:41:00+00:00,24169.5,24158.222321428573,24158.222321428573,24172.6875,6,stop,-22.55535714285361,-24.955357142853607,-0.24955357142853607
SHORT,2026-04-03 03:10:00+00:00,2026-04-03 03:13:00+00:00,24185.5,24180.25,24192.51517857143,24180.25,4,target_25pct,10.5,8.1,0.08099999999999999
LONG,2026-04-03 03:31:00+00:00,2026-04-03 03:31:00+00:00,24175.25,24177.25,24170.344642857144,24177.25,1,target_25pct,4.0,1.6,0.016
LONG,2026-04-03 03:43:00+00:00,2026-04-03 03:51:00+00:00,24168.0,24170.5,24162.339285714286,24170.5,9,target_25pct,5.0,2.6,0.026000000000000002
LONG,2026-04-05 22:15:00+00:00,2026-04-05 22:23:00+00:00,24025.0,24052.3125,24001.085714285713,24052.3125,9,target_25pct,54.625,52.225,0.52225
SHORT,2026-04-05 23:00:00+00:00,2026-04-05 23:00:00+00:00,24079.0,24077.125,24097.454464285714,24077.125,1,target_25pct,3.75,1.35,0.0135
SHORT,2026-04-06 00:11:00+00:00,2026-04-06 00:12:00+00:00,24151.5,24168.983035714286,24168.983035714286,24138.5,2,stop,-34.96607142857101,-37.36607142857101,-0.3736607142857101
SHORT,2026-04-06 00:17:00+00:00,2026-04-06 00:23:00+00:00,24160.5,24175.698214285716,24175.698214285716,24144.6875,7,stop,-30.396428571431898,-32.796428571431896,-0.32796428571431896
SHORT,2026-04-06 00:29:00+00:00,2026-04-06 00:36:00+00:00,24177.25,24193.342857142856,24193.342857142856,24161.5625,8,stop,-32.18571428571158,-34.58571428571158,-0.34585714285711583
SHORT,2026-04-06 01:00:00+00:00,2026-04-06 01:00:00+00:00,24209.75,24215.90625,24215.90625,24201.75,1,stop,-12.3125,-14.7125,-0.147125
LONG,2026-04-06 02:00:00+00:00,2026-04-06 02:00:00+00:00,24192.75,24199.4375,24183.10892857143,24199.4375,1,target_25pct,13.375,10.975,0.10975
SHORT,2026-04-06 02:16:00+00:00,2026-04-06 02:16:00+00:00,24254.5,24269.855357142857,24269.855357142857,24243.4375,1,stop,-30.71071428571304,-33.11071428571304,-0.33110714285713033
SHORT,2026-04-06 02:26:00+00:00,2026-04-06 02:39:00+00:00,24310.5,24288.8125,24330.275,24288.8125,14,target_25pct,43.375,40.975,0.40975000000000006
LONG,2026-04-06 02:52:00+00:00,2026-04-06 02:53:00+00:00,24258.25,24246.147321428572,24246.147321428572,24270.0625,2,stop,-24.205357142855064,-26.605357142855063,-0.26605357142855063
LONG,2026-04-06 03:18:00+00:00,2026-04-06 03:18:00+00:00,24207.0,24198.102678571428,24198.102678571428,24217.1875,1,stop,-17.794642857144936,-20.194642857144935,-0.20194642857144937
LONG,2026-04-06 03:24:00+00:00,2026-04-06 03:24:00+00:00,24173.25,24186.0625,24156.597321428573,24186.0625,1,target_25pct,25.625,23.225,0.23225000000000004
SHORT,2026-04-06 03:52:00+00:00,2026-04-06 04:00:00+00:00,24205.5,24217.832142857143,24217.832142857143,24200.875,8,stop,-24.66428571428696,-27.06428571428696,-0.27064285714286956
SHORT,2026-04-06 04:08:00+00:00,2026-04-06 04:10:00+00:00,24223.0,24219.625,24235.658035714285,24219.625,3,target_25pct,6.75,4.35,0.0435
SHORT,2026-04-06 04:41:00+00:00,2026-04-06 04:42:00+00:00,24245.25,24257.317857142858,24257.317857142858,24243.6875,2,stop,-24.13571428571595,-26.535714285715947,-0.2653571428571595
SHORT,2026-04-06 04:46:00+00:00,2026-04-06 04:46:00+00:00,24247.5,24246.0625,24258.664285714287,24246.0625,1,target_25pct,2.875,0.4750000000000001,0.004750000000000001
LONG,2026-04-06 05:44:00+00:00,2026-04-06 05:47:00+00:00,24228.5,24221.786607142858,24221.786607142858,24235.5,4,stop,-13.426785714284051,-15.826785714284052,-0.15826785714284053
LONG,2026-04-06 05:51:00+00:00,2026-04-06 05:53:00+00:00,24222.5,24228.1875,24212.125,24228.1875,3,target_25pct,11.375,8.975,0.08975
SHORT,2026-04-06 06:16:00+00:00,2026-04-06 06:18:00+00:00,24269.5,24259.8125,24279.574107142857,24259.8125,3,target_25pct,19.375,16.975,0.16975
LONG,2026-04-06 06:32:00+00:00,2026-04-06 06:32:00+00:00,24232.0,24235.3125,24217.224107142858,24235.3125,1,target_25pct,6.625,4.225,0.042249999999999996
LONG,2026-04-06 07:14:00+00:00,2026-04-06 07:15:00+00:00,24220.0,24233.875,24209.89642857143,24233.875,2,target_25pct,27.75,25.35,0.2535
SHORT,2026-04-06 07:55:00+00:00,2026-04-06 07:56:00+00:00,24307.75,24317.761607142857,24317.761607142857,24290.6875,2,stop,-20.02321428571304,-22.423214285713037,-0.22423214285713036
SHORT,2026-04-06 08:00:00+00:00,2026-04-06 08:00:00+00:00,24309.75,24322.117857142857,24322.117857142857,24296.1875,1,stop,-24.735714285714494,-27.135714285714492,-0.2713571428571449
SHORT,2026-04-06 08:07:00+00:00,2026-04-06 08:15:00+00:00,24319.0,24337.73125,24337.73125,24312.875,9,stop,-37.462500000001455,-39.862500000001454,-0.3986250000000145
SHORT,2026-04-06 08:28:00+00:00,2026-04-06 08:28:00+00:00,24352.25,24346.1875,24364.433928571427,24346.1875,1,target_25pct,12.125,9.725,0.09724999999999999
SHORT,2026-04-06 08:46:00+00:00,2026-04-06 08:52:00+00:00,24380.75,24371.125,24394.378571428573,24371.125,7,target_25pct,19.25,16.85,0.1685
LONG,2026-04-06 10:05:00+00:00,2026-04-06 10:06:00+00:00,24340.25,24347.1875,24329.186607142856,24347.1875,2,target_25pct,13.875,11.475,0.11474999999999999
LONG,2026-04-06 11:14:00+00:00,2026-04-06 11:15:00+00:00,24294.5,24282.558035714286,24282.558035714286,24302.6875,2,stop,-23.883928571427532,-26.28392857142753,-0.26283928571427534
SHORT,2026-04-06 12:39:00+00:00,2026-04-06 12:40:00+00:00,24321.0,24316.6875,24330.066964285714,24316.6875,2,target_25pct,8.625,6.225,0.06225
SHORT,2026-04-06 12:49:00+00:00,2026-04-06 12:49:00+00:00,24328.25,24323.4375,24339.026785714286,24323.4375,1,target_25pct,9.625,7.225,0.07225
LONG,2026-04-06 13:08:00+00:00,2026-04-06 13:08:00+00:00,24284.75,24288.5625,24268.022321428572,24288.5625,1,target_25pct,7.625,5.225,0.05225
SHORT,2026-04-06 13:56:00+00:00,2026-04-06 13:59:00+00:00,24366.75,24407.873214285715,24407.873214285715,24357.5625,4,stop,-82.24642857143044,-84.64642857143045,-0.8464642857143045
LONG,2026-04-06 14:56:00+00:00,2026-04-06 14:56:00+00:00,24301.5,24306.6875,24269.670535714286,24306.6875,1,target_25pct,10.375,7.975,0.07974999999999999
SHORT,2026-04-06 15:56:00+00:00,2026-04-06 15:56:00+00:00,24317.25,24308.1875,24332.45535714286,24308.1875,1,target_25pct,18.125,15.725,0.15725
LONG,2026-04-06 16:12:00+00:00,2026-04-06 16:12:00+00:00,24295.25,24297.75,24280.116071428572,24297.75,1,target_25pct,5.0,2.6,0.026000000000000002
SHORT,2026-04-06 16:40:00+00:00,2026-04-06 16:40:00+00:00,24329.25,24322.0,24340.054464285713,24322.0,1,target_25pct,14.5,12.1,0.121
LONG,2026-04-06 17:05:00+00:00,2026-04-06 17:06:00+00:00,24278.75,24263.966964285715,24263.966964285715,24289.625,2,stop,-29.566071428569558,-31.966071428569556,-0.31966071428569554
LONG,2026-04-06 17:09:00+00:00,2026-04-06 17:10:00+00:00,24282.25,24266.959821428572,24266.959821428572,24292.0625,2,stop,-30.580357142855064,-32.98035714285506,-0.3298035714285506
LONG,2026-04-06 17:18:00+00:00,2026-04-06 17:22:00+00:00,24241.25,24260.25,24222.48660714286,24260.25,5,target_25pct,38.0,35.6,0.35600000000000004
SHORT,2026-04-06 17:31:00+00:00,2026-04-06 17:31:00+00:00,24302.5,24315.9375,24315.9375,24281.25,1,stop,-26.875,-29.275,-0.29275
SHORT,2026-04-06 17:38:00+00:00,2026-04-06 17:41:00+00:00,24303.5,24291.1875,24327.909821428573,24291.1875,4,target_25pct,24.625,22.225,0.22225
SHORT,2026-04-06 18:27:00+00:00,2026-04-06 18:27:00+00:00,24332.25,24352.395535714284,24352.395535714284,24320.6875,1,stop,-40.2910714285681,-42.6910714285681,-0.426910714285681
SHORT,2026-04-06 18:30:00+00:00,2026-04-06 18:30:00+00:00,24342.0,24352.83035714286,24352.83035714286,24320.875,1,stop,-21.660714285717404,-24.060714285717403,-0.24060714285717402
LONG,2026-04-06 20:20:00+00:00,2026-04-06 20:20:00+00:00,24343.0,24345.875,24333.114285714284,24345.875,1,target_25pct,5.75,3.35,0.0335
LONG,2026-04-06 22:31:00+00:00,2026-04-06 22:31:00+00:00,24323.75,24314.92232142857,24314.92232142857,24335.9375,1,stop,-17.65535714285943,-20.055357142859428,-0.2005535714285943
LONG,2026-04-06 22:36:00+00:00,2026-04-06 22:50:00+00:00,24313.0,24324.875,24299.641964285714,24324.875,15,target_25pct,23.75,21.35,0.21350000000000002
LONG,2026-04-06 23:01:00+00:00,2026-04-06 23:01:00+00:00,24307.5,24308.5,24299.364285714284,24308.5,1,target_25pct,2.0,-0.3999999999999999,-0.003999999999999999
LONG,2026-04-07 00:09:00+00:00,2026-04-07 00:09:00+00:00,24290.25,24292.5625,24277.290178571428,24292.5625,1,target_25pct,4.625,2.225,0.022250000000000002
SHORT,2026-04-07 00:21:00+00:00,2026-04-07 00:21:00+00:00,24333.5,24330.5,24354.3,24330.5,1,target_25pct,6.0,3.6,0.036000000000000004
LONG,2026-04-07 00:42:00+00:00,2026-04-07 00:45:00+00:00,24301.5,24312.0,24291.76607142857,24312.0,4,target_25pct,21.0,18.6,0.186
LONG,2026-04-07 01:03:00+00:00,2026-04-07 01:03:00+00:00,24298.0,24299.125,24284.74017857143,24299.125,1,target_25pct,2.25,-0.1499999999999999,-0.0014999999999999992
LONG,2026-04-07 01:17:00+00:00,2026-04-07 01:17:00+00:00,24265.25,24273.5,24251.41607142857,24273.5,1,target_25pct,16.5,14.1,0.14100000000000001
LONG,2026-04-07 02:10:00+00:00,2026-04-07 02:10:00+00:00,24175.75,24184.875,24159.883928571428,24184.875,1,target_25pct,18.25,15.85,0.1585
SHORT,2026-04-07 02:35:00+00:00,2026-04-07 02:37:00+00:00,24197.5,24207.11517857143,24207.11517857143,24190.5625,3,stop,-19.23035714285652,-21.630357142856518,-0.21630357142856516
SHORT,2026-04-07 02:43:00+00:00,2026-04-07 02:46:00+00:00,24203.25,24212.117857142857,24212.117857142857,24197.9375,4,stop,-17.735714285714494,-20.135714285714492,-0.20135714285714493
SHORT,2026-04-07 02:51:00+00:00,2026-04-07 02:52:00+00:00,24211.5,24205.625,24221.96607142857,24205.625,2,target_25pct,11.75,9.35,0.0935
